\usepackage{ulem}date,isin,ticker,name,open,high,low,close,volume
2021-03-01,XX0000000721,JOHN,Johnson & Johnson,91.8333,93.1895,91.8018,92.9589,21075346
2021-03-02,XX0000000721,JOHN,Johnson & Johnson,93.5703,96.1089,93.5013,94.3745,34934838
2021-03-03,XX0000000721,JOHN,Johnson & Johnson,94.6135,96.5504,92.1387,93.8899,25895435
2021-03-04,XX0000000721,JOHN,Johnson & Johnson,94.1469,95.1515,92.2928,93.138,29793379
2021-03-05,XX0000000721,JOHN,Johnson & Johnson,93.5229,93.5903,90.1319,91.5913,35332711
2021-03-08,XX0000000721,JOHN,Johnson & Johnson,91.146,93.9964,89.2986,91.4771,47419283
2021-03-09,XX0000000721,JOHN,Johnson & Johnson,91.3076,91.3916,89.703,90.3221,44535739
2021-03-10,XX0000000721,JOHN,Johnson & Johnson,90.6912,92.1505,87.3239,87.7788,34246224
2021-03-11,XX0000000721,JOHN,Johnson & Johnson,87.6729,91.3807,86.7477,91.0241,39341548
2021-03-12,XX0000000721,JOHN,Johnson & Johnson,89.4636,94.7098,89.0876,93.067,27976406
2021-03-15,XX0000000721,JOHN,Johnson & Johnson,92.522,94.6667,91.7427,94.3892,28344542
2021-03-16,XX0000000721,JOHN,Johnson & Johnson,94.8858,95.3993,91.489,92.29,30289802
2021-03-17,XX0000000721,JOHN,Johnson & Johnson,91.8941,96.2279,91.0924,95.3695,26417369
2021-03-18,XX0000000721,JOHN,Johnson & Johnson,95.4299,96.2146,94.0665,94.4005,36516624
2021-03-19,XX0000000721,JOHN,Johnson & Johnson,94.0453,94.2056,92.3484,93.8397,42579377
2021-03-22,XX0000000721,JOHN,Johnson & Johnson,93.7202,94.7807,92.1977,93.3909,30866986
2021-03-23,XX0000000721,JOHN,Johnson & Johnson,92.5851,96.0431,92.5672,95.1289,18420162
2021-03-24,XX0000000721,JOHN,Johnson & Johnson,95.335,98.4588,94.9409,97.4826,29988295
2021-03-25,XX0000000721,JOHN,Johnson & Johnson,97.744,98.1587,94.4165,95.1613,41196423
2021-03-26,XX0000000721,JOHN,Johnson & Johnson,94.9573,96.71,94.1569,95.722,27893538
2021-03-29,XX0000000721,JOHN,Johnson & Johnson,95.4203,96.6116,94.0508,94.8518,37251350
2021-03-30,XX0000000721,JOHN,Johnson & Johnson,95.2793,96.0827,92.095,93.0211,19712690
2021-03-31,XX0000000721,JOHN,Johnson & Johnson,92.8512,94.1641,92.1431,92.681,40219981
2021-04-01,XX0000000721,JOHN,Johnson & Johnson,92.6269,93.3295,90.9175,91.9187,43061518
2021-04-02,XX0000000721,JOHN,Johnson & Johnson,91.9587,92.4712,89.8151,89.828,38228977
2021-04-05,XX0000000721,JOHN,Johnson & Johnson,90.2776,92.64,88.0329,88.1419,22819039
2021-04-06,XX0000000721,JOHN,Johnson & Johnson,87.3104,90.554,86.2661,89.382,37825191
2021-04-07,XX0000000721,JOHN,Johnson & Johnson,88.8102,92.2166,88.3279,90.9387,32137643
2021-04-08,XX0000000721,JOHN,Johnson & Johnson,90.3184,91.3559,90.1028,91.0836,32809959
2021-04-09,XX0000000721,JOHN,Johnson & Johnson,90.5308,95.3205,89.8241,92.9115,33273262
2021-04-12,XX0000000721,JOHN,Johnson & Johnson,92.4237,94.1508,90.982,94.0784,45150501
2021-04-13,XX0000000721,JOHN,Johnson & Johnson,93.3369,93.4976,89.6485,93.0117,58162197
2021-04-14,XX0000000721,JOHN,Johnson & Johnson,92.7302,93.7748,91.9779,92.4904,20162422
2021-04-15,XX0000000721,JOHN,Johnson & Johnson,92.7934,93.0251,88.6228,90.294,44774702
2021-04-16,XX0000000721,JOHN,Johnson & Johnson,90.1731,91.4261,88.6313,90.5979,31587387
2021-04-19,XX0000000721,JOHN,Johnson & Johnson,91.1573,91.6887,88.9096,88.9663,40721913
2021-04-20,XX0000000721,JOHN,Johnson & Johnson,88.4388,88.8278,87.5876,88.3826,32362134
2021-04-21,XX0000000721,JOHN,Johnson & Johnson,88.2506,88.8032,88.0956,88.448,43093159
2021-04-22,XX0000000721,JOHN,Johnson & Johnson,88.1425,88.8402,86.4138,87.4737,18782386
2021-04-23,XX0000000721,JOHN,Johnson & Johnson,87.3722,87.5792,85.9615,87.0233,31832577
2021-04-26,XX0000000721,JOHN,Johnson & Johnson,86.8336,88.6052,86.246,88.5832,29812292
2021-04-27,XX0000000721,JOHN,Johnson & Johnson,88.7757,91.8624,87.5738,91.3131,26448663
2021-04-28,XX0000000721,JOHN,Johnson & Johnson,91.7879,93.171,89.9543,90.3081,40551717
2021-04-29,XX0000000721,JOHN,Johnson & Johnson,90.1454,92.2986,89.398,90.0749,39003642
2021-04-30,XX0000000721,JOHN,Johnson & Johnson,89.9625,90.2213,85.6933,86.7959,23111162
2021-05-03,XX0000000721,JOHN,Johnson & Johnson,87.4669,87.6986,86.0019,86.5194,38866507
2021-05-04,XX0000000721,JOHN,Johnson & Johnson,86.945,87.0382,82.6508,83.6861,27869399
2021-05-05,XX0000000721,JOHN,Johnson & Johnson,83.3109,83.8678,81.1835,82.4674,30129993
2021-05-06,XX0000000721,JOHN,Johnson & Johnson,83.1275,84.9553,83.0328,83.7754,39749463
2021-05-07,XX0000000721,JOHN,Johnson & Johnson,83.3737,83.823,82.4897,83.7934,16789901
2021-05-10,XX0000000721,JOHN,Johnson & Johnson,84.7719,86.7552,84.5212,86.2118,33043786
2021-05-11,XX0000000721,JOHN,Johnson & Johnson,86.1141,86.3979,83.6399,85.138,27923219
2021-05-12,XX0000000721,JOHN,Johnson & Johnson,85.571,86.0692,82.0811,82.9913,28168969
2021-05-13,XX0000000721,JOHN,Johnson & Johnson,82.9356,86.1649,81.6658,85.5974,23719689
2021-05-14,XX0000000721,JOHN,Johnson & Johnson,84.9145,85.5813,83.6347,83.6963,25773069
2021-05-17,XX0000000721,JOHN,Johnson & Johnson,83.9332,84.7777,82.6879,83.3057,37733110
2021-05-18,XX0000000721,JOHN,Johnson & Johnson,83.2501,83.8455,82.0181,82.8893,41665209
2021-05-19,XX0000000721,JOHN,Johnson & Johnson,83.2701,83.5376,81.9567,82.8458,40033220
2021-05-20,XX0000000721,JOHN,Johnson & Johnson,82.7753,85.7169,82.6803,85.1985,37014110
2021-05-21,XX0000000721,JOHN,Johnson & Johnson,85.67,87.1889,85.6681,86.662,25289849
2021-05-24,XX0000000721,JOHN,Johnson & Johnson,86.0366,88.3236,83.9727,87.4741,33099639
2021-05-25,XX0000000721,JOHN,Johnson & Johnson,87.4876,87.6347,85.4582,85.7475,31839375
2021-05-26,XX0000000721,JOHN,Johnson & Johnson,85.6233,86.1196,81.939,82.9473,30198233
2021-05-27,XX0000000721,JOHN,Johnson & Johnson,83.4366,84.6326,82.0533,82.8325,36213485
2021-05-28,XX0000000721,JOHN,Johnson & Johnson,83.0195,84.5949,82.3606,84.4239,44641187
2021-05-31,XX0000000721,JOHN,Johnson & Johnson,84.5586,84.8,81.4904,82.582,31575776
2021-06-01,XX0000000721,JOHN,Johnson & Johnson,82.896,83.8832,82.0021,82.4673,17977933
2021-06-02,XX0000000721,JOHN,Johnson & Johnson,82.9835,83.3823,81.1179,82.4484,36041157
2021-06-03,XX0000000721,JOHN,Johnson & Johnson,82.8599,83.0668,82.2715,82.9686,49526842
2021-06-04,XX0000000721,JOHN,Johnson & Johnson,83.0515,84.4097,80.0783,80.2921,26154944
2021-06-07,XX0000000721,JOHN,Johnson & Johnson,80.297,83.064,80.2101,81.8399,39450298
2021-06-08,XX0000000721,JOHN,Johnson & Johnson,81.582,84.9224,81.1703,82.3314,43268806
2021-06-09,XX0000000721,JOHN,Johnson & Johnson,82.4626,85.0319,81.8497,84.5582,46565574
2021-06-10,XX0000000721,JOHN,Johnson & Johnson,84.8599,85.4641,83.0135,83.9795,57720442
2021-06-11,XX0000000721,JOHN,Johnson & Johnson,84.3,87.3468,83.4683,86.1431,10211847
2021-06-14,XX0000000721,JOHN,Johnson & Johnson,86.3213,89.0233,85.7396,86.9895,55838073
2021-06-15,XX0000000721,JOHN,Johnson & Johnson,87.0346,87.1328,84.1495,85.3721,32103092
2021-06-16,XX0000000721,JOHN,Johnson & Johnson,84.6768,84.8466,83.5036,84.7452,31657766
2021-06-17,XX0000000721,JOHN,Johnson & Johnson,85.4815,86.0639,79.2311,80.0658,27512230
2021-06-18,XX0000000721,JOHN,Johnson & Johnson,80.148,81.4673,79.4935,81.0274,44661157
2021-06-21,XX0000000721,JOHN,Johnson & Johnson,80.8217,80.863,79.8325,80.318,30975839
2021-06-22,XX0000000721,JOHN,Johnson & Johnson,80.5227,81.5861,78.7534,79.0895,22158148
2021-06-23,XX0000000721,JOHN,Johnson & Johnson,79.5169,80.0576,78.3887,78.4675,31138809
2021-06-24,XX0000000721,JOHN,Johnson & Johnson,78.0242,81.5943,77.2551,80.0596,39269748
2021-06-25,XX0000000721,JOHN,Johnson & Johnson,80.0584,83.1843,79.6149,80.8557,31754096
2021-06-28,XX0000000721,JOHN,Johnson & Johnson,80.8784,85.0474,80.8216,83.6259,23780920
2021-06-29,XX0000000721,JOHN,Johnson & Johnson,84.5592,86.2828,79.2889,80.0321,19688013
2021-06-30,XX0000000721,JOHN,Johnson & Johnson,80.2048,81.5441,76.8959,77.8349,58065352
2021-07-01,XX0000000721,JOHN,Johnson & Johnson,78.3566,79.3836,78.1083,79.324,27801693
2021-07-02,XX0000000721,JOHN,Johnson & Johnson,79.5478,80.2139,79.2034,79.9439,26967127
2021-07-05,XX0000000721,JOHN,Johnson & Johnson,79.9405,85.0738,78.9649,83.9618,24150246
2021-07-06,XX0000000721,JOHN,Johnson & Johnson,84.5282,85.2929,82.3155,83.0034,24980223
2021-07-07,XX0000000721,JOHN,Johnson & Johnson,82.9158,85.1626,82.2129,84.0863,35990739
2021-07-08,XX0000000721,JOHN,Johnson & Johnson,83.868,84.5395,82.0554,82.9833,43031013
2021-07-09,XX0000000721,JOHN,Johnson & Johnson,83.3518,84.4095,82.994,84.3204,25856857
2021-07-12,XX0000000721,JOHN,Johnson & Johnson,84.4577,84.589,83.9766,84.1299,32893815
2021-07-13,XX0000000721,JOHN,Johnson & Johnson,83.7833,86.3718,82.8891,85.5471,37872397
2021-07-14,XX0000000721,JOHN,Johnson & Johnson,85.4184,87.3843,84.8421,86.4588,19038710
2021-07-15,XX0000000721,JOHN,Johnson & Johnson,86.5903,87.7874,84.0673,84.1974,25070832
2021-07-16,XX0000000721,JOHN,Johnson & Johnson,84.1197,86.2029,82.0536,85.8705,28951798
2021-07-19,XX0000000721,JOHN,Johnson & Johnson,85.9672,86.127,84.5206,85.1527,23186149
2021-07-20,XX0000000721,JOHN,Johnson & Johnson,85.2535,85.5959,83.4156,84.2653,29139403
2021-07-21,XX0000000721,JOHN,Johnson & Johnson,85.1531,85.6764,82.8448,84.2008,39121782
2021-07-22,XX0000000721,JOHN,Johnson & Johnson,84.52,84.9267,84.1822,84.6659,32763890
2021-07-23,XX0000000721,JOHN,Johnson & Johnson,84.1143,85.8209,83.723,85.461,25773021
2021-07-26,XX0000000721,JOHN,Johnson & Johnson,85.3313,86.6241,83.9238,86.078,28745779
2021-07-27,XX0000000721,JOHN,Johnson & Johnson,86.2502,89.1747,83.0124,83.1349,44595470
2021-07-28,XX0000000721,JOHN,Johnson & Johnson,83.0719,86.4797,82.6686,85.9947,25066561
2021-07-29,XX0000000721,JOHN,Johnson & Johnson,85.8392,86.0009,84.0985,84.9752,33559849
2021-07-30,XX0000000721,JOHN,Johnson & Johnson,84.7013,88.0657,83.4282,87.1197,26612250
2021-08-02,XX0000000721,JOHN,Johnson & Johnson,87.3553,88.285,85.5591,86.2662,27998083
2021-08-03,XX0000000721,JOHN,Johnson & Johnson,85.9239,86.7177,83.3537,83.6719,24714257
2021-08-04,XX0000000721,JOHN,Johnson & Johnson,83.5896,86.8353,83.2865,86.7844,26397378
2021-08-05,XX0000000721,JOHN,Johnson & Johnson,86.6249,87.9759,85.3732,86.9063,43996165
2021-08-06,XX0000000721,JOHN,Johnson & Johnson,86.3122,87.1814,85.5409,86.5474,28185258
2021-08-09,XX0000000721,JOHN,Johnson & Johnson,86.9154,88.5734,84.9219,84.9436,23565306
2021-08-10,XX0000000721,JOHN,Johnson & Johnson,85.2466,88.007,83.924,87.1071,44142400
2021-08-11,XX0000000721,JOHN,Johnson & Johnson,87.0688,87.2864,85.3841,85.5011,31674715
2021-08-12,XX0000000721,JOHN,Johnson & Johnson,85.5402,86.2887,84.9581,85.7467,38437649
2021-08-13,XX0000000721,JOHN,Johnson & Johnson,85.632,86.0757,84.4422,84.6429,35309156
2021-08-16,XX0000000721,JOHN,Johnson & Johnson,84.3876,85.2384,84.3645,84.9358,30757230
2021-08-17,XX0000000721,JOHN,Johnson & Johnson,84.9634,85.101,83.4178,84.9673,33033313
2021-08-18,XX0000000721,JOHN,Johnson & Johnson,84.7739,85.458,84.115,84.4065,27633048
2021-08-19,XX0000000721,JOHN,Johnson & Johnson,84.4318,85.9696,82.8751,85.2498,41578646
2021-08-20,XX0000000721,JOHN,Johnson & Johnson,84.4578,87.259,83.3811,87.1983,35504048
2021-08-23,XX0000000721,JOHN,Johnson & Johnson,87.5176,87.9601,85.7979,86.2137,33122503
2021-08-24,XX0000000721,JOHN,Johnson & Johnson,86.577,87.628,86.4198,87.2139,44297828
2021-08-25,XX0000000721,JOHN,Johnson & Johnson,86.8884,88.0911,85.9671,87.6158,21387599
2021-08-26,XX0000000721,JOHN,Johnson & Johnson,87.7457,88.7845,86.5774,88.6869,41401975
2021-08-27,XX0000000721,JOHN,Johnson & Johnson,87.4961,88.3023,87.0894,88.1706,38816838
2021-08-30,XX0000000721,JOHN,Johnson & Johnson,88.2487,88.9146,87.4734,88.3509,30916111
2021-08-31,XX0000000721,JOHN,Johnson & Johnson,88.4977,89.2713,86.675,88.3249,37209395
2021-09-01,XX0000000721,JOHN,Johnson & Johnson,88.5015,88.9236,86.5839,87.4169,29270181
2021-09-02,XX0000000721,JOHN,Johnson & Johnson,86.8254,89.3698,86.7563,88.2965,43523155
2021-09-03,XX0000000721,JOHN,Johnson & Johnson,88.1263,88.4124,87.557,88.174,29468016
2021-09-06,XX0000000721,JOHN,Johnson & Johnson,87.9268,90.786,87.8732,90.2961,28665817
2021-09-07,XX0000000721,JOHN,Johnson & Johnson,90.6744,90.9261,87.0022,87.7855,35598866
2021-09-08,XX0000000721,JOHN,Johnson & Johnson,87.7254,89.4492,86.9653,88.6185,30041596
2021-09-09,XX0000000721,JOHN,Johnson & Johnson,88.5547,88.9663,86.9409,87.1546,42741167
2021-09-10,XX0000000721,JOHN,Johnson & Johnson,87.1135,90.648,87.0655,90.3854,21243584
2021-09-13,XX0000000721,JOHN,Johnson & Johnson,91.2096,93.1091,90.0323,92.0641,59934345
2021-09-14,XX0000000721,JOHN,Johnson & Johnson,92.171,92.7477,91.8297,92.3892,40358089
2021-09-15,XX0000000721,JOHN,Johnson & Johnson,91.5347,92.7,90.9485,92.6677,28603875
2021-09-16,XX0000000721,JOHN,Johnson & Johnson,92.4939,94.1851,91.5513,93.8373,34580843
2021-09-17,XX0000000721,JOHN,Johnson & Johnson,93.4948,95.4131,89.9999,93.8753,27669690
2021-09-20,XX0000000721,JOHN,Johnson & Johnson,94.4912,95.249,93.7527,95.1071,32156660
2021-09-21,XX0000000721,JOHN,Johnson & Johnson,95.2175,96.0411,94.6138,95.9818,34744195
2021-09-22,XX0000000721,JOHN,Johnson & Johnson,96.7996,98.6092,95.4571,97.6735,40954166
2021-09-23,XX0000000721,JOHN,Johnson & Johnson,97.3973,99.506,97.232,99.0841,15793099
2021-09-24,XX0000000721,JOHN,Johnson & Johnson,98.4106,101.6462,97.4096,101.2959,25112867
2021-09-27,XX0000000721,JOHN,Johnson & Johnson,101.1239,103.5332,100.9627,102.0057,31058911
2021-09-28,XX0000000721,JOHN,Johnson & Johnson,101.6054,101.8049,99.7213,101.7765,31156747
2021-09-29,XX0000000721,JOHN,Johnson & Johnson,101.0019,102.271,99.1575,101.7706,22438894
2021-09-30,XX0000000721,JOHN,Johnson & Johnson,101.3079,101.6258,98.4457,99.6899,28609355
2021-10-01,XX0000000721,JOHN,Johnson & Johnson,100.0747,101.9561,99.2477,100.3659,26022391
2021-10-04,XX0000000721,JOHN,Johnson & Johnson,100.5903,101.7519,99.1273,100.6998,43029752
2021-10-05,XX0000000721,JOHN,Johnson & Johnson,101.9464,103.4103,99.781,101.4809,16969607
2021-10-06,XX0000000721,JOHN,Johnson & Johnson,102.2394,102.8566,99.2777,99.7228,19556873
2021-10-07,XX0000000721,JOHN,Johnson & Johnson,99.3649,100.4091,96.8523,97.0138,28084965
2021-10-08,XX0000000721,JOHN,Johnson & Johnson,97.1008,99.1906,96.542,97.7039,30464169
2021-10-11,XX0000000721,JOHN,Johnson & Johnson,98.0327,99.0035,94.8507,95.8667,42175133
2021-10-12,XX0000000721,JOHN,Johnson & Johnson,95.5894,96.1796,95.2943,96.0157,17347416
2021-10-13,XX0000000721,JOHN,Johnson & Johnson,95.1712,95.8513,93.0563,93.0876,30329458
2021-10-14,XX0000000721,JOHN,Johnson & Johnson,92.9305,93.838,91.4523,92.3657,33525221
2021-10-15,XX0000000721,JOHN,Johnson & Johnson,92.5541,93.4051,91.396,91.8544,29957974
2021-10-18,XX0000000721,JOHN,Johnson & Johnson,91.9946,92.6217,89.1909,90.4307,35171959
2021-10-19,XX0000000721,JOHN,Johnson & Johnson,90.3953,92.4131,89.7179,92.0756,22373686
2021-10-20,XX0000000721,JOHN,Johnson & Johnson,91.944,94.9368,91.4262,94.6462,35204850
2021-10-21,XX0000000721,JOHN,Johnson & Johnson,94.2606,95.2369,93.4648,94.3279,36478714
2021-10-22,XX0000000721,JOHN,Johnson & Johnson,94.4603,100.5848,93.178,98.5514,32542461
2021-10-25,XX0000000721,JOHN,Johnson & Johnson,99.132,100.6736,97.3815,98.1419,37612873
2021-10-26,XX0000000721,JOHN,Johnson & Johnson,98.3285,99.2994,95.4509,96.7885,32128650
2021-10-27,XX0000000721,JOHN,Johnson & Johnson,96.8201,97.5311,93.3546,94.3326,27373701
2021-10-28,XX0000000721,JOHN,Johnson & Johnson,94.6318,95.8357,94.0889,95.749,42179948
2021-10-29,XX0000000721,JOHN,Johnson & Johnson,96.4299,97.2772,95.1848,96.1265,41670884
2021-11-01,XX0000000721,JOHN,Johnson & Johnson,96.0975,97.6353,94.7811,96.395,52810907
2021-11-02,XX0000000721,JOHN,Johnson & Johnson,97.0998,97.8458,95.1443,97.04,35726921
2021-11-03,XX0000000721,JOHN,Johnson & Johnson,96.8098,99.9131,96.2424,98.8118,24978035
2021-11-04,XX0000000721,JOHN,Johnson & Johnson,98.2563,101.5628,98.1627,100.6528,39817791
2021-11-05,XX0000000721,JOHN,Johnson & Johnson,99.8502,103.5051,99.4474,102.4106,27895931
2021-11-08,XX0000000721,JOHN,Johnson & Johnson,102.0959,105.9959,101.7112,103.382,24682890
2021-11-09,XX0000000721,JOHN,Johnson & Johnson,103.1829,106.245,102.9067,105.9532,43598178
2021-11-10,XX0000000721,JOHN,Johnson & Johnson,105.4791,110.7882,103.2269,109.5196,19280960
2021-11-11,XX0000000721,JOHN,Johnson & Johnson,108.3119,109.6976,107.541,108.8213,34747623
2021-11-12,XX0000000721,JOHN,Johnson & Johnson,109.7378,110.2279,107.4459,108.4049,23375629
2021-11-15,XX0000000721,JOHN,Johnson & Johnson,108.5341,109.1567,107.3546,108.0736,28614979
2021-11-16,XX0000000721,JOHN,Johnson & Johnson,108.6245,116.5375,107.1441,115.3516,32259251
2021-11-17,XX0000000721,JOHN,Johnson & Johnson,115.9092,118.8899,115.8817,117.8712,29245005
2021-11-18,XX0000000721,JOHN,Johnson & Johnson,117.677,123.4395,116.5417,121.8911,29851179
2021-11-19,XX0000000721,JOHN,Johnson & Johnson,121.9362,122.8876,121.1762,122.8505,25164779
2021-11-22,XX0000000721,JOHN,Johnson & Johnson,124.0896,125.3723,122.1635,122.3932,33270670
2021-11-23,XX0000000721,JOHN,Johnson & Johnson,121.7537,124.5242,118.9617,123.5445,41235580
2021-11-24,XX0000000721,JOHN,Johnson & Johnson,123.9262,127.9742,121.9858,126.1715,46828335
2021-11-25,XX0000000721,JOHN,Johnson & Johnson,126.4965,130.7926,125.5411,130.1389,31911314
2021-11-26,XX0000000721,JOHN,Johnson & Johnson,130.4175,133.6205,128.6482,132.2614,24952077
2021-11-29,XX0000000721,JOHN,Johnson & Johnson,132.6474,137.3067,131.5505,136.5147,25141144
2021-11-30,XX0000000721,JOHN,Johnson & Johnson,136.6299,139.3777,136.2466,138.7409,24077131
2021-12-01,XX0000000721,JOHN,Johnson & Johnson,137.8424,139.9971,137.5657,139.6264,43853937
2021-12-02,XX0000000721,JOHN,Johnson & Johnson,139.782,145.5757,137.5443,144.0793,34257983
2021-12-03,XX0000000721,JOHN,Johnson & Johnson,143.9744,146.4076,142.2357,145.2396,33013836
2021-12-06,XX0000000721,JOHN,Johnson & Johnson,144.9655,145.2979,138.629,140.0955,23001830
2021-12-07,XX0000000721,JOHN,Johnson & Johnson,139.8868,141.6913,137.7628,138.4792,31551526
2021-12-08,XX0000000721,JOHN,Johnson & Johnson,138.6988,138.7173,137.0779,137.6932,35908820
2021-12-09,XX0000000721,JOHN,Johnson & Johnson,137.9928,139.418,137.2886,137.5686,44834324
2021-12-10,XX0000000721,JOHN,Johnson & Johnson,137.2282,137.4444,135.7482,137.0863,28334538
2021-12-13,XX0000000721,JOHN,Johnson & Johnson,136.6606,140.1127,136.4129,139.8636,30276674
2021-12-14,XX0000000721,JOHN,Johnson & Johnson,139.2792,142.4242,137.9537,138.5729,38755498
2021-12-15,XX0000000721,JOHN,Johnson & Johnson,137.8942,138.8238,136.1677,137.7119,21407714
2021-12-16,XX0000000721,JOHN,Johnson & Johnson,137.5788,138.0738,136.6973,138.0261,22959383
2021-12-17,XX0000000721,JOHN,Johnson & Johnson,137.552,137.7786,133.5125,135.4317,62514984
2021-12-20,XX0000000721,JOHN,Johnson & Johnson,134.9499,141.9001,132.8985,139.5298,29357855
2021-12-21,XX0000000721,JOHN,Johnson & Johnson,139.7259,139.8034,138.748,139.7399,41166859
2021-12-22,XX0000000721,JOHN,Johnson & Johnson,141.1962,142.7484,140.3234,142.5836,52591169
2021-12-23,XX0000000721,JOHN,Johnson & Johnson,142.6278,145.34,141.3072,142.5006,38121374
2021-12-24,XX0000000721,JOHN,Johnson & Johnson,143.723,144.4125,143.468,143.9541,27232799
2021-12-27,XX0000000721,JOHN,Johnson & Johnson,144.8154,145.2048,139.5364,141.0822,53889222
2021-12-28,XX0000000721,JOHN,Johnson & Johnson,140.5886,140.7583,138.8535,139.0218,21983682
2021-12-29,XX0000000721,JOHN,Johnson & Johnson,138.7484,143.8081,137.6122,142.587,29310366
2021-12-30,XX0000000721,JOHN,Johnson & Johnson,142.1143,145.3564,141.2087,142.8618,26289726
2021-12-31,XX0000000721,JOHN,Johnson & Johnson,142.0498,143.1282,141.8369,142.7331,38428758
2021-01-01,XX0000000382,KELL,Kellogg,109.0786,109.4979,107.111,109.4556,3065361
2021-01-04,XX0000000382,KELL,Kellogg,109.5139,111.1914,108.5128,110.6554,3996223
2021-01-05,XX0000000382,KELL,Kellogg,110.4308,111.9047,108.5349,110.3639,2679722
2021-01-06,XX0000000382,KELL,Kellogg,110.3299,110.6821,105.0732,105.6856,5213864
2021-01-07,XX0000000382,KELL,Kellogg,105.416,106.62,102.1275,102.964,3583596
2021-01-08,XX0000000382,KELL,Kellogg,102.3208,103.1178,99.783,101.2322,4766766
2021-01-11,XX0000000382,KELL,Kellogg,101.6751,102.6173,99.8445,101.3935,3933653
2021-01-12,XX0000000382,KELL,Kellogg,101.1727,102.4344,100.1051,102.1064,3989912
2021-01-13,XX0000000382,KELL,Kellogg,101.1714,102.2717,99.86,100.0375,6102697
2021-01-14,XX0000000382,KELL,Kellogg,100.4076,100.7037,99.1388,100.6678,2380326
2021-01-15,XX0000000382,KELL,Kellogg,100.9543,101.3576,97.5537,97.8009,4478865
2021-01-18,XX0000000382,KELL,Kellogg,98.5384,99.3066,98.452,99.1908,1749971
2021-01-19,XX0000000382,KELL,Kellogg,99.11,100.3116,98.6443,100.1514,3849206
2021-01-20,XX0000000382,KELL,Kellogg,100.2073,100.731,98.6587,99.0321,5749213
2021-01-21,XX0000000382,KELL,Kellogg,99.6035,101.5481,98.9996,101.0849,6506241
2021-01-22,XX0000000382,KELL,Kellogg,101.371,102.0742,100.0,100.3211,5420768
2021-01-25,XX0000000382,KELL,Kellogg,101.1684,101.3571,96.5145,96.6892,3447274
2021-01-26,XX0000000382,KELL,Kellogg,95.9767,96.6614,93.9305,94.6509,3324564
2021-01-27,XX0000000382,KELL,Kellogg,94.8448,95.2953,93.8594,94.6426,3895087
2021-01-28,XX0000000382,KELL,Kellogg,95.2574,98.6181,94.4061,98.3652,5767693
2021-01-29,XX0000000382,KELL,Kellogg,98.7096,100.5569,97.4359,100.3429,5050888
2021-02-01,XX0000000382,KELL,Kellogg,100.6878,101.2731,100.4415,100.9444,4101791
2021-02-02,XX0000000382,KELL,Kellogg,100.7871,100.8482,97.8505,98.1876,2909983
2021-02-03,XX0000000382,KELL,Kellogg,99.1179,99.5566,94.8003,95.4586,3838714
2021-02-04,XX0000000382,KELL,Kellogg,95.0613,95.4263,92.5209,93.4993,4133893
2021-02-05,XX0000000382,KELL,Kellogg,93.7501,95.4095,93.2869,95.4028,3733638
2021-02-08,XX0000000382,KELL,Kellogg,96.1252,98.5187,94.6903,98.485,4648852
2021-02-09,XX0000000382,KELL,Kellogg,98.5604,102.2516,98.5163,100.0336,3182126
2021-02-10,XX0000000382,KELL,Kellogg,100.5304,102.2818,100.0409,101.683,3933537
2021-02-11,XX0000000382,KELL,Kellogg,101.5004,101.9062,100.1308,100.7047,4490086
2021-02-12,XX0000000382,KELL,Kellogg,100.7795,105.7876,100.282,103.974,5566575
2021-02-15,XX0000000382,KELL,Kellogg,104.6423,108.5888,103.7321,108.2882,7620157
2021-02-16,XX0000000382,KELL,Kellogg,107.6333,111.6241,107.2998,111.4617,3764951
2021-02-17,XX0000000382,KELL,Kellogg,110.8594,112.0003,109.2793,111.6709,4215194
2021-02-18,XX0000000382,KELL,Kellogg,112.258,113.1765,111.7752,112.5322,4806059
2021-02-19,XX0000000382,KELL,Kellogg,112.6593,114.5046,111.6367,114.3711,3723113
2021-02-22,XX0000000382,KELL,Kellogg,114.4298,118.4796,113.5979,117.8663,4337534
2021-02-23,XX0000000382,KELL,Kellogg,117.3365,120.4345,116.369,119.7132,3363054
2021-02-24,XX0000000382,KELL,Kellogg,119.3898,119.5698,117.4995,117.5126,4837138
2021-02-25,XX0000000382,KELL,Kellogg,117.1486,119.291,115.4607,118.4553,3872566
2021-02-26,XX0000000382,KELL,Kellogg,118.2146,119.0893,117.0797,117.1944,4359916
2021-03-01,XX0000000382,KELL,Kellogg,117.3242,120.0553,117.2979,119.0524,3910828
2021-03-02,XX0000000382,KELL,Kellogg,118.3452,123.5035,116.8963,121.9401,3207390
2021-03-03,XX0000000382,KELL,Kellogg,122.247,128.9848,121.4816,128.7572,7160530
2021-03-04,XX0000000382,KELL,Kellogg,128.2319,130.9676,127.7542,130.102,5107897
2021-03-05,XX0000000382,KELL,Kellogg,129.6264,135.2562,129.063,132.925,4990351
2021-03-08,XX0000000382,KELL,Kellogg,133.1243,138.4923,131.3589,136.5128,4449852
2021-03-09,XX0000000382,KELL,Kellogg,136.2394,136.8494,133.2027,133.4346,3933987
2021-03-10,XX0000000382,KELL,Kellogg,132.2612,137.4173,131.52,135.2009,4988254
2021-03-11,XX0000000382,KELL,Kellogg,134.2747,136.8992,132.514,133.4959,2913370
